CODREG;CODDEP;CODARR;CODCAN;COM;PMUN;PCAP;PTOT
27;70;02;11;Vauchoux;113;3;116
27;70;02;01;Vauconcourt-Nervezain;211;3;214
27;70;01;05;Vauvillers;625;14;639
27;70;02;14;Vaux-le-Moncelot;75;1;76
27;70;02;02;Velesmes-Echevanne;486;9;495
27;70;02;02;Velet;385;16;401
27;70;01;17;Vellechevreux-et-Courbenans;120;0;120
27;70;02;09;Velleclaire;104;1;105
27;70;02;12;Vellefaux;519;6;525
27;70;02;09;Vellefrey-et-Vellefrange;121;0;121
27;70;02;16;Vellefrie;125;1;126
27;70;02;14;Velleguindry-et-Levrecey;153;1;154
27;70;02;14;Velle-le-Châtel;132;2;134
27;70;01;06;Velleminfroy;294;6;300
27;70;02;14;Vellemoz;82;0;82
27;70;02;14;Vellexon-Queutrey-et-Vaudey;455;12;467
27;70;02;09;Velloreille-lès-Choye;80;4;84
27;70;01;13;Velorcey;204;4;208
27;70;02;09;Venère;209;5;214
27;70;01;17;La Vergenne;115;2;117
27;70;02;11;Venisey;127;3;130
27;70;02;01;Vereux;219;22;241
27;70;01;04;Verlans;168;3;171
27;70;02;05;Vernois-sur-Mance;141;1;142
27;70;02;14;La Vernotte;78;1;79
27;70;02;99;Vesoul;14914;749;15663
27;70;01;17;Villafans;215;3;218
27;70;01;17;Villargent;116;2;118
27;70;02;05;Villars-le-Pautel;191;1;192
27;70;01;13;La Villedieu-en-Fontenette;171;1;172
27;70;02;09;Villefrancon;133;4;137
27;70;02;16;La Villeneuve-Bellenoye-et-la-Maize;140;2;142
27;70;02;16;Villeparois;195;4;199
27;70;02;12;Villers-Bouton;165;2;167
27;70;01;17;Villersexel;1423;108;1531
27;70;01;17;Villers-la-Ville;154;3;157
27;70;02;17;Villers-le-Sec;533;13;546
27;70;01;13;Villers-lès-Luxeuil;310;16;326
27;70;02;12;Villers-Pater;52;2;54
27;70;02;11;Villers-sur-Port;200;5;205
27;70;01;04;Villers-sur-Saulnot;134;9;143
27;70;02;01;Villers-Vaudey;57;4;61
27;70;02;16;Vilory;61;1;62
27;70;01;13;Visoncourt;39;3;42
27;70;02;05;Vitrey-sur-Mance;290;5;295
27;70;01;10;La Voivre;125;1;126
27;70;02;01;Volon;57;0;57
27;70;02;12;Voray-sur-l'Ognon;841;16;857
27;70;02;05;Vougécourt;151;1;152
27;70;01;07;Vouhenans;379;9;388
27;70;02;09;Vregille;174;2;176
27;70;01;04;Vyans-le-Val;428;16;444
27;70;02;14;Vy-le-Ferroux;152;5;157
27;70;01;07;Vy-lès-Lure;704;16;720
27;70;02;14;Vy-lès-Rupt;81;0;81
27;70;02;12;Vy-lès-Filain;130;1;131
27;71;04;14;L'Abergement-de-Cuisery;799;15;814
27;71;04;24;L'Abergement-Sainte-Colombe;1243;20;1263
27;71;02;16;Allerey-sur-Saône;795;6;801
27;71;02;24;Allériot;1164;25;1189
27;71;02;04;Aluze;251;10;261
27;71;03;10;Amanzé;185;5;190
27;71;05;11;Ameugny;167;4;171
27;71;03;10;Anglure-sous-Dun;151;7;158
27;71;01;01;Anost;719;14;733
27;71;01;02;Antully;864;10;874
27;71;03;25;Anzy-le-Duc;444;86;530
27;71;03;25;Artaix;331;15;346
27;71;04;26;Authumes;272;5;277
27;71;01;96;Autun;12987;1022;14009
27;71;01;02;Auxy;914;29;943
27;71;05;19;Azé;1082;27;1109
27;71;03;09;Ballore;95;4;99
27;71;04;14;Bantanges;547;11;558
27;71;02;17;Barizey;143;7;150
27;71;01;01;Barnay;98;2;100
27;71;03;09;Baron;291;22;313
27;71;03;10;Baudemont;625;9;634
27;71;04;24;Baudrières;956;26;982
27;71;03;25;Baugy;509;17;526
27;71;03;09;Beaubery;358;8;366
27;71;02;29;Beaumont-sur-Grosne;337;13;350
27;71;04;26;Beaurepaire-en-Bresse;721;7;728
27;71;04;26;Beauvernois;106;3;109
27;71;04;26;Bellevesvre;292;4;296
27;71;05;11;Bergesserin;203;4;207
27;71;05;11;Berzé-le-Châtel;59;1;60
27;71;05;19;Berzé-la-Ville;690;14;704
27;71;02;16;Bey;861;19;880
27;71;02;17;Bissey-sous-Cruchaud;335;7;342
27;71;05;19;Bissy-la-Mâconnaise;204;3;207
27;71;02;11;Bissy-sous-Uxelles;69;0;69
27;71;02;17;Bissy-sur-Fley;84;6;90
27;71;01;03;Les Bizots;468;13;481
27;71;05;11;Blanot;181;1;182
27;71;01;03;Blanzy;6060;140;6200
27;71;03;10;Bois-Sainte-Marie;190;2;192
27;71;05;11;Bonnay;318;7;325
27;71;02;16;Les Bordes;83;3;86
27;71;04;26;Bosjean;296;6;302
27;71;04;26;Bouhans;179;6;185
27;71;01;02;La Boulaye;94;0;94
27;71;03;15;Bourbon-Lancy;4713;72;4785
27;71;03;25;Bourg-le-Comte;175;2;177
27;71;05;08;Bourgvilain;340;7;347
27;71;02;04;Bouzeron;130;7;137
27;71;02;29;Boyer;729;11;740
27;71;02;16;Bragny-sur-Saône;685;13;698
27;71;04;20;Branges;2354;37;2391
27;71;05;11;Bray;124;3;127
27;71;02;29;Bresse-sur-Grosne;185;11;196
27;71;01;13;Le Breuil;3538;67;3605
27;71;03;10;Briant;228;2;230
27;71;04;14;Brienne;460;16;476
27;71;01;02;Brion;292;8;300
27;71;01;02;Broye;753;14;767
27;71;04;20;Bruailles;985;25;1010
27;71;05;11;Buffières;273;8;281
27;71;05;19;Burgy;119;3;122
27;71;02;11;Burnand;124;3;127
27;71;05;11;Burzy;57;2;59
27;71;05;19;Bussières;579;27;606
27;71;02;17;Buxy;2138;85;2223
27;71;03;25;Céron;263;8;271
27;71;02;17;Cersot;141;2;143
27;71;02;04;Chagny;5528;80;5608
27;71;05;08;Chaintré;564;19;583
27;71;03;15;Chalmoux;627;11;638
27;71;02;97;Chalon-sur-Saône;45056;1521;46577
27;71;03;25;Chambilly;513;4;517
27;71;02;04;Chamilly;151;3;154
27;71;04;14;Champagnat;463;11;474
27;71;02;29;Champagny-sous-Uxelles;97;0;97
27;71;02;05;Champforgeuil;2588;56;2644
27;71;03;09;Champlecy;223;3;226
27;71;05;08;Chânes;529;11;540
27;71;02;04;Change;222;2;224
27;71;03;09;Changy;466;9;475
27;71;02;11;Chapaize;165;1;166
27;71;03;18;La Chapelle-au-Mans;226;12;238
27;71;02;29;La Chapelle-de-Bragny;238;2;240
27;71;05;08;La Chapelle-de-Guinchay;4171;53;4224
27;71;05;08;La Chapelle-du-Mont-de-France;189;2;191
27;71;04;20;La Chapelle-Naude;504;13;517
27;71;04;26;La Chapelle-Saint-Sauveur;662;18;680
27;71;05;29;La Chapelle-sous-Brancion;139;2;141
27;71;03;10;La Chapelle-sous-Dun;437;10;447
27;71;01;02;La Chapelle-sous-Uchon;192;2;194
27;71;04;14;La Chapelle-Thècle;480;12;492
27;71;01;02;Charbonnat;250;4;254
27;71;05;19;Charbonnières;316;14;330
27;71;05;29;Chardonnay;203;0;203
27;71;04;26;Charette-Varennes;452;8;460
27;71;02;27;La Charmée;688;24;712
27;71;01;02;Charmoy;274;6;280
27;71;02;16;Charnay-lès-Chalon;190;7;197
27;71;05;21;Charnay-lès-Mâcon;7742;297;8039
27;71;03;09;Charolles;2888;438;3326
27;71;02;04;Charrecey;331;10;341
27;71;05;08;Chasselas;168;5;173
27;71;02;04;Chassey-le-Camp;352;2;354
27;71;03;10;Chassigny-sous-Dun;565;10;575
27;71;03;18;Chassy;305;11;316
27;71;05;11;Château;228;8;236
27;71;03;10;Châteauneuf;98;0;98
27;71;02;17;Châtel-Moron;92;4;96
27;71;03;10;Châtenay;169;2;171
27;71;02;24;Châtenoy-en-Bresse;1095;31;1126
27;71;02;07;Châtenoy-le-Royal;6148;143;6291
27;71;02;04;Chaudenay;1119;24;1143
27;71;03;10;Chauffailles;3703;69;3772
27;71;04;26;La Chaux;316;3;319
27;71;02;04;Cheilly-lès-Maranges;557;15;572
27;71;03;25;Chenay-le-Châtel;373;4;377
27;71;02;17;Chenôves;203;7;210
27;71;05;11;Chérizet;20;0;20
27;71;05;19;Chevagny-les-Chevrières;584;23;607
27;71;05;11;Chevagny-sur-Guye;60;5;65
27;71;05;11;Chiddes;88;5;93
27;71;01;01;Chissey-en-Morvan;271;7;278
27;71;05;11;Chissey-lès-Mâcon;229;6;235
27;71;02;16;Ciel;851;13;864
27;71;01;28;Ciry-le-Noble;2260;30;2290
27;71;03;10;La Clayette;1637;58;1695
27;71;05;08;Navour-sur-Grosne;661;21;682
27;71;05;19;Clessé;891;20;911
27;71;03;18;Clessy;276;8;284
27;71;05;11;Cluny;4929;247;5176
27;71;02;03;Collonge-en-Charollais;144;0;144
27;71;01;01;Collonge-la-Madeleine;50;0;50
27;71;03;09;Colombier-en-Brionnais;310;6;316
27;71;01;02;La Comelle;240;4;244
27;71;04;14;Condal;459;8;467
27;71;01;01;Cordesse;191;5;196
27;71;02;11;Cormatin;564;5;569
27;71;05;11;Cortambert;232;7;239
27;71;05;11;Cortevaix;251;6;257
27;71;03;10;Coublanc;843;17;860
27;71;01;04;Couches;1323;29;1352
27;71;05;08;Crêches-sur-Saône;3089;86;3175
27;71;01;01;Créot;78;4;82
27;71;03;18;Cressy-sur-Somme;180;9;189
27;71;01;98;Le Creusot;21269;298;21567
27;71;02;05;Crissey;2469;62;2531
27;71;03;15;Cronat;519;16;535
27;71;05;19;Cruzille;262;65;327
27;71;04;14;Cuiseaux;1829;31;1860
27;71;04;14;Cuisery;1571;40;1611
27;71;02;17;Culles-les-Roches;202;8;210
27;71;03;10;Curbigny;310;9;319
27;71;03;18;Curdin;319;6;325
27;71;01;01;Curgy;1153;44;1197
27;71;05;11;Curtil-sous-Buffières;90;1;91
27;71;02;11;Curtil-sous-Burnand;129;3;132
27;71;01;01;Cussy-en-Morvan;378;8;386
27;71;03;18;Cuzy;112;4;116
27;71;02;16;Damerey;552;20;572
27;71;04;26;Dampierre-en-Bresse;174;1;175
27;71;05;08;Davayé;700;107;807
27;71;02;16;Demigny;1794;40;1834
27;71;02;04;Dennevy;305;9;314
27;71;01;02;Dettey;85;1;86
27;71;04;26;Devrouze;311;4;315
27;71;02;04;Dezize-lès-Maranges;173;4;177
27;71;04;26;Diconne;338;4;342
27;71;03;15;Digoin;7741;249;7990
27;71;04;14;Dommartin-lès-Cuiseaux;802;12;814
27;71;05;08;Dompierre-les-Ormes;889;31;920
27;71;03;18;Dompierre-sous-Sanvignes;81;1;82
27;71;05;11;Donzy-le-Pertuis;168;4;172
27;71;02;17;Dracy-le-Fort;1458;52;1510
27;71;01;04;Dracy-lès-Couches;153;3;156
27;71;01;01;Dracy-Saint-Loup;608;9;617
27;71;03;09;Dyo;332;14;346
27;71;02;16;Ecuelles;262;5;267
27;71;01;03;Ecuisses;1580;34;1614
27;71;01;01;Epertully;60;1;61
27;71;02;27;Epervans;1616;52;1668
27;71;01;01;Epinac;2164;30;2194
27;71;01;04;Essertenne;472;10;482
27;71;01;02;Etang-sur-Arroux;1811;148;1959
27;71;02;29;Etrigny;473;11;484
27;71;02;05;Farges-lès-Chalon;790;15;805
27;71;05;29;Farges-lès-Mâcon;220;1;221
27;71;04;20;Le Fay;634;8;642
27;71;04;14;Flacey-en-Bresse;412;7;419
27;71;05;11;Flagy;174;8;182
27;71;03;10;Fleury-la-Montagne;704;17;721
27;71;02;17;Fley;196;7;203
27;71;02;04;Fontaines;1877;364;2241
27;71;03;09;Fontenay;52;1;53
27;71;02;05;Fragnes-La Loyère;1487;43;1530
27;71;04;26;Frangy-en-Bresse;651;9;660
27;71;04;14;La Frette;239;4;243
27;71;04;26;Fretterans;288;11;299
27;71;04;26;Frontenard;210;4;214
27;71;04;14;Frontenaud;728;14;742
27;71;05;08;Fuissé;373;19;392
27;71;01;28;Génelard;1387;33;1420
27;71;04;14;La Genête;569;17;586
27;71;02;03;Genouilly;420;11;431
27;71;02;16;Gergy;2581;72;2653
27;71;02;17;Germagny;197;5;202
27;71;05;08;Germolles-sur-Grosne;125;5;130
27;71;03;10;Gibles;581;21;602
27;71;02;29;Gigny-sur-Saône;547;15;562
27;71;03;15;Gilly-sur-Loire;473;3;476
27;71;02;17;Givry;3684;161;3845
27;71;01;03;Gourdon;899;26;925
27;71;01;02;La Grande-Verrière;563;8;571
27;71;03;09;Grandvaux;82;6;88
27;71;02;17;Granges;525;13;538
27;71;05;29;Grevilly;30;0;30
27;71;03;18;Grury;513;8;521
27;71;02;24;Guerfand;210;0;210
27;71;03;15;Les Guerreaux;231;1;232
27;71;03;18;Gueugnon;6760;194;6954
27;71;05;11;La Guiche;630;11;641
27;71;03;25;Hautefond;202;14;216
27;71;03;25;L'Hôpital-le-Mercier;304;7;311
27;71;04;14;Huilly-sur-Seille;341;6;347
27;71;05;19;Hurigny;1954;108;2062
27;71;05;19;Igé;879;21;900
27;71;01;01;Igornay;524;7;531
27;71;03;10;Iguerande;986;18;1004
27;71;03;18;Issy-l'Evêque;697;11;708
27;71;05;11;Jalogny;384;15;399
27;71;02;17;Jambles;486;18;504
27;71;05;03;Joncy;521;11;532
27;71;04;14;Joudes;371;4;375
27;71;04;14;Jouvençon;438;2;440
27;71;02;29;Jugy;322;6;328
27;71;04;20;Juif;250;3;253
27;71;02;17;Jully-lès-Buxy;365;10;375
27;71;05;29;Lacrost;710;20;730
27;71;02;29;Laives;991;37;1028
27;71;05;19;Laizé;1087;49;1136
27;71;01;02;Laizy;590;13;603
27;71;02;29;Lalheue;370;14;384
27;71;02;24;Lans;928;26;954
27;71;04;26;Lays-sur-le-Doubs;151;1;152
27;71;03;15;Lesme;179;2;181
27;71;04;24;Lessard-en-Bresse;539;12;551
27;71;02;16;Lessard-le-National;653;12;665
27;71;05;08;Leynes;509;15;524
27;71;03;10;Ligny-en-Brionnais;363;7;370
27;71;04;14;Loisy;662;16;678
27;71;02;16;Longepierre;161;4;165
27;71;04;20;Louhans;6433;225;6658
27;71;05;11;Lournand;328;9;337
27;71;01;01;Lucenay-l'Evêque;315;3;318
27;71;05;19;Lugny;859;84;943
27;71;03;09;Lugny-lès-Charolles;350;10;360
27;71;02;27;Lux;2067;33;2100
27;71;05;99;Mâcon;33908;755;34663
27;71;03;10;Mailly;149;5;154
27;71;02;11;Malay;199;9;208
27;71;03;15;Maltat;283;6;289
27;71;02;29;Mancey;388;10;398
27;71;03;25;Marcigny;1727;31;1758
27;71;03;09;Marcilly-la-Gueurce;128;5;133
27;71;02;17;Marcilly-lès-Buxy;665;19;684
27;71;01;03;Marigny;155;5;160
27;71;03;09;Le Rousset-Marizy;628;19;647
27;71;03;18;Marly-sous-Issy;87;2;89
27;71;03;18;Marly-sur-Arroux;307;14;321
27;71;01;02;Marmagne;1243;34;1277
27;71;02;27;Marnay;537;7;544
27;71;05;29;Martailly-lès-Brancion;143;7;150
27;71;03;09;Martigny-le-Comte;410;6;416
27;71;01;03;Mary;263;4;267
27;71;05;11;Massilly;328;6;334
27;71;05;08;Matour;1145;22;1167
27;71;05;11;Mazille;377;68;445
27;71;03;25;Melay;968;23;991
27;71;02;17;Mellecey;1322;45;1367
27;71;04;14;Ménetreuil;409;10;419
27;71;02;17;Mercurey;1212;171;1383
27;71;04;26;Mervans;1505;25;1530
27;71;02;17;Messey-sur-Grosne;749;19;768
27;71;01;02;Mesvres;754;22;776
27;71;05;19;Milly-Lamartine;316;7;323
27;71;04;14;Le Miroir;621;8;629
27;71;03;15;Mont;170;2;172
27;71;02;17;Montagny-lès-Buxy;215;9;224
27;71;04;20;Montagny-près-Louhans;485;6;491
27;71;05;19;Montbellet;828;15;843
27;71;01;23;Montceau-les-Mines;17678;308;17986
27;71;03;25;Montceaux-l'Etoile;290;7;297
27;71;02;29;Montceaux-Ragny;31;1;32
27;71;01;12;Montcenis;1924;60;1984
27;71;01;03;Montchanin;4964;89;5053
27;71;04;20;Montcony;256;5;261
27;71;02;24;Montcoy;255;1;256
27;71;01;01;Monthelon;381;15;396
27;71;04;26;Montjay;206;0;206
27;71;02;16;Mont-lès-Seurre;183;2;185
27;71;05;08;Montmelard;371;7;378
27;71;03;18;Montmort;183;3;186
27;71;04;14;Montpont-en-Bresse;1100;20;1120
27;71;04;20;Montret;779;16;795
27;71;01;03;Mont-Saint-Vincent;315;3;318
27;71;01;04;Morey;192;4;196
27;71;01;01;Morlet;52;1;53
27;71;03;09;Mornay;136;0;136
27;71;02;17;Moroges;579;23;602
27;71;03;15;La Motte-Saint-Jean;1206;34;1240
27;71;04;26;Mouthier-en-Bresse;418;7;425
27;71;03;10;Mussy-sous-Dun;343;8;351
27;71;02;29;Nanton;631;12;643
27;71;02;16;Navilly;410;9;419
27;71;03;18;Neuvy-Grandchamp;754;15;769
27;71;03;25;Nochize;117;1;118
27;71;04;14;Ormes;469;5;474
27;71;02;24;Oslon;1222;39;1261
27;71;03;09;Oudry;383;9;392
27;71;03;09;Ouroux-sous-le-Bois-Sainte-Marie;66;0;66
27;71;04;24;Ouroux-sur-Saône;3110;80;3190
27;71;03;10;Oyé;303;8;311
27;71;05;29;Ozenay;216;2;218
27;71;03;09;Ozolles;391;8;399
27;71;03;09;Palinges;1507;26;1533
27;71;02;16;Palleau;254;2;256
27;71;03;25;Paray-le-Monial;9214;417;9631
27;71;02;04;Paris-l'Hôpital;318;4;322
27;71;05;11;Passy;66;2;68
27;71;05;19;Péronne;672;11;683
27;71;01;28;Perrecy-les-Forges;1568;26;1594
27;71;01;04;Perreuil;553;15;568
27;71;03;15;Perrigny-sur-Loire;131;3;134
27;71;01;01;La Petite-Verrière;51;1;52
27;71;05;08;Pierreclos;874;30;904
27;71;04;26;Pierre-de-Bresse;1938;31;1969
27;71;04;26;Le Planois;88;3;91
27;71;05;29;Plottes;525;7;532
27;71;03;25;Poisson;570;22;592
27;71;02;16;Pontoux;280;7;287
27;71;01;09;Pouilloux;974;17;991
27;71;04;26;Pourlans;217;0;217
27;71;05;11;Pressy-sous-Dondin;102;3;105
27;71;05;29;Préty;568;10;578
27;71;05;19;Prissé;1910;46;1956
27;71;03;09;Prizy;58;5;63
27;71;05;08;Pruzilly;344;5;349
27;71;02;03;Le Puley;88;5;93
27;71;04;26;La Racineuse;176;1;177
27;71;04;14;Rancy;591;8;599
27;71;04;14;Ratenelle;380;8;388
27;71;04;20;Ratte;366;5;371
27;71;01;01;Reclesne;303;16;319
27;71;02;04;Remigny;430;7;437
27;71;03;18;Rigny-sur-Arroux;626;11;637
27;71;05;19;La Roche-Vineuse;1577;41;1618
27;71;05;08;Romanèche-Thorins;2021;33;2054
27;71;04;14;Romenay;1704;21;1725
27;71;02;17;Rosey;162;2;164
27;71;01;01;Roussillon-en-Morvan;275;8;283
27;71;05;29;Royer;128;2;130
27;71;02;04;Rully;1557;35;1592
27;71;04;20;Sagy;1233;21;1254
27;71;04;26;Saillenard;789;17;806
27;71;05;11;Sailly;74;0;74
27;71;03;15;Saint-Agnan;697;15;712
27;71;05;19;Saint-Albain;534;5;539
27;71;02;29;Saint-Ambreuil;506;8;514
27;71;05;08;Saint-Amour-Bellevue;566;20;586
27;71;04;20;Saint-André-en-Bresse;94;0;94
27;71;05;11;Saint-André-le-Désert;249;9;258
27;71;03;09;Saint-Aubin-en-Charollais;467;20;487
27;71;03;15;Saint-Aubin-sur-Loire;281;5;286
27;71;01;23;Saint-Berain-sous-Sanvignes;1084;22;1106
27;71;02;04;Saint-Bérain-sur-Dheune;555;17;572
27;71;02;17;Saint-Boil;491;9;500
27;71;03;10;Saint-Bonnet-de-Cray;491;17;508
27;71;03;09;Saint-Bonnet-de-Joux;765;22;787
27;71;03;09;Saint-Bonnet-de-Vieille-Vigne;209;2;211
27;71;04;26;Saint-Bonnet-en-Bresse;488;4;492
27;71;05;11;Sainte-Cécile;283;8;291
27;71;04;24;Saint-Christophe-en-Bresse;1044;31;1075
27;71;03;10;Saint-Christophe-en-Brionnais;532;15;547
27;71;05;11;Saint-Clément-sur-Guye;129;4;133
27;71;04;14;Sainte-Croix-en-Bresse;629;13;642
27;71;02;29;Saint-Cyr;750;25;775
27;71;02;17;Saint-Denis-de-Vaux;260;10;270
27;71;02;17;Saint-Désert;896;22;918
27;71;02;16;Saint-Didier-en-Bresse;198;1;199
27;71;03;10;Saint-Didier-en-Brionnais;126;9;135
27;71;01;02;Saint-Didier-sur-Arroux;221;4;225
27;71;03;10;Saint-Edmond;428;9;437
27;71;01;02;Saint-Emiland;310;9;319
27;71;04;20;Saint-Etienne-en-Bresse;794;15;809
27;71;01;02;Saint-Eugène;154;8;162
27;71;01;03;Saint-Eusèbe;1200;24;1224
27;71;01;13;Saint-Firmin;833;10;843
27;71;01;01;Saint-Forgeot;443;17;460
27;71;03;10;Sainte-Foy;138;2;140
27;71;05;19;Saint-Gengoux-de-Scissé;592;6;598
27;71;02;11;Saint-Gengoux-le-National;1058;7;1065
27;71;04;26;Saint-Germain-du-Bois;1895;42;1937
27;71;04;24;Saint-Germain-du-Plain;2310;51;2361
27;71;03;09;Saint-Germain-en-Brionnais;185;7;192
27;71;02;17;Saint-Germain-lès-Buxy;276;9;285
27;71;02;16;Saint-Gervais-en-Vallière;433;5;438
27;71;01;01;Saint-Gervais-sur-Couches;211;3;214
27;71;02;04;Saint-Gilles;279;11;290
27;71;02;17;Sainte-Hélène;540;11;551
27;71;05;11;Saint-Huruge;51;1;52
27;71;03;10;Saint-Igny-de-Roche;763;26;789
27;71;02;17;Saint-Jean-de-Vaux;395;16;411
27;71;01;04;Saint-Jean-de-Trézy;377;13;390
27;71;03;09;Saint-Julien-de-Civry;491;14;505
27;71;03;10;Saint-Julien-de-Jonzy;345;7;352
27;71;01;03;Saint-Julien-sur-Dheune;243;9;252
27;71;01;03;Saint-Laurent-d'Andenay;1004;20;1024
27;71;03;10;Saint-Laurent-en-Brionnais;323;11;334
27;71;01;01;Saint-Léger-du-Bois;529;19;548
27;71;03;25;Saint-Léger-lès-Paray;748;19;767
27;71;01;02;Saint-Léger-sous-Beuvray;374;9;383
27;71;05;08;Saint-Léger-sous-la-Bussière;279;4;283
27;71;02;04;Saint-Léger-sur-Dheune;1567;22;1589
27;71;02;16;Saint-Loup-Géanges;1640;57;1697
27;71;02;27;Saint-Loup-de-Varennes;1199;30;1229
27;71;02;27;Saint-Marcel;6190;180;6370
27;71;05;11;Saint-Marcelin-de-Cray;189;6;195
27;71;02;17;Saint-Mard-de-Vaux;273;14;287
27;71;05;19;Saint-Martin-Belle-Roche;1389;33;1422
27;71;02;17;Saint-Martin-d'Auxy;120;6;126
27;71;01;02;Saint-Martin-de-Commune;101;6;107
27;71;03;10;Saint-Martin-de-Lixy;94;0;94
27;71;05;11;Saint-Martin-de-Salencey;96;1;97
27;71;03;25;Saint-Martin-du-Lac;242;11;253
27;71;04;20;Saint-Martin-du-Mont;187;8;195
27;71;02;17;Saint-Martin-du-Tartre;159;4;163
27;71;02;24;Saint-Martin-en-Bresse;1911;68;1979
27;71;02;16;Saint-Martin-en-Gâtinois;120;2;122
27;71;05;03;Saint-Martin-la-Patrouille;61;0;61
27;71;02;17;Saint-Martin-sous-Montaigu;340;17;357
27;71;05;19;Saint-Maurice-de-Satonnay;468;23;491
27;71;02;17;Saint-Maurice-des-Champs;62;1;63
27;71;02;16;Saint-Maurice-en-Rivière;528;11;539
27;71;03;10;Saint-Maurice-lès-Châteauneuf;571;12;583
27;71;01;04;Saint-Maurice-lès-Couches;184;4;188
27;71;01;03;Saint-Micaud;274;9;283
27;71;01;02;Saint-Nizier-sur-Arroux;122;4;126
27;71;01;13;Saint-Pierre-de-Varennes;848;16;864
27;71;05;08;Saint-Pierre-le-Vieux;364;10;374
27;71;05;08;Saint-Point;347;14;361
27;71;02;17;Saint-Privé;92;1;93
27;71;01;02;Saint-Prix;209;8;217
27;71;03;10;Saint-Racho;150;1;151
27;71;03;18;Sainte-Radegonde;147;2;149
27;71;02;27;Saint-Rémy;6615;157;6772
27;71;01;09;Saint-Romain-sous-Gourdon;484;9;493
27;71;03;18;Saint-Romain-sous-Versigny;85;2;87
27;71;01;13;Saint-Sernin-du-Bois;1758;36;1794
27;71;02;04;Saint-Sernin-du-Plain;596;13;609
27;71;05;08;Saint-Symphorien-d'Ancelles;1150;20;1170
27;71;01;02;Saint-Symphorien-de-Marmagne;836;11;847
27;71;03;10;Saint-Symphorien-des-Bois;425;12;437
27;71;04;20;Saint-Usuge;1282;29;1311
27;71;02;17;Saint-Vallerin;258;14;272
27;71;01;28;Saint-Vallier;8576;172;8748
27;71;05;08;Saint-Vérand;162;3;165
27;71;05;11;Saint-Vincent-des-Prés;104;3;107
27;71;04;20;Saint-Vincent-en-Bresse;570;9;579
27;71;03;09;Saint-Vincent-Bragny;1015;17;1032
27;71;03;25;Saint-Yan;1156;24;1180
27;71;05;11;Saint-Ythaire;126;2;128
27;71;01;01;Saisy;343;7;350
27;71;05;19;La Salle;526;14;540
27;71;05;11;Salornay-sur-Guye;874;12;886
27;71;02;04;Sampigny-lès-Maranges;143;10;153
27;71;05;21;Sancé;2150;54;2204
27;71;02;17;Santilly;132;6;138
27;71;01;28;Sanvignes-les-Mines;4316;81;4397
27;71;03;10;Sarry;93;3;96
27;71;02;17;Sassangy;142;3;145
27;71;02;16;Sassenay;1577;45;1622
27;71;02;17;Saules;128;3;131
27;71;02;16;Saunières;80;2;82
27;71;02;17;Savianges;76;1;77
27;71;04;26;Savigny-en-Revermont;1137;17;1154
27;71;02;11;Savigny-sur-Grosne;169;1;170
27;71;04;14;Savigny-sur-Seille;406;9;415
27;71;01;01;La Celle-en-Morvan;476;6;482
27;71;03;10;Semur-en-Brionnais;610;19;629
27;71;02;29;Sennecey-le-Grand;3012;68;3080
27;71;05;19;Senozan;1127;36;1163
27;71;04;26;Sens-sur-Seille;419;5;424
27;71;02;17;Sercy;100;3;103
27;71;04;26;Serley;607;7;614
27;71;02;16;Sermesse;232;3;235
27;71;05;08;Serrières;274;9;283
27;71;04;26;Serrigny-en-Bresse;189;4;193
27;71;02;27;Sevrey;1290;25;1315
27;71;05;11;Sigy-le-Châtel;106;2;108
27;71;04;14;Simandre;1737;19;1756
27;71;04;20;Simard;1188;12;1200
27;71;05;11;Sivignon;173;7;180
27;71;05;19;Sologny;576;11;587
27;71;05;08;Solutré-Pouilly;361;7;368
27;71;01;01;Sommant;210;4;214
27;71;04;20;Sornay;2001;45;2046
27;71;03;09;Suin;257;7;264
27;71;01;01;Sully;488;14;502
27;71;01;02;La Tagnière;215;1;216
27;71;05;11;Taizé;194;3;197
27;71;03;10;Tancon;532;18;550
27;71;04;26;Le Tartre;112;5;117
27;71;01;01;Tavernay;507;11;518
27;71;01;02;Thil-sur-Arroux;131;0;131
27;71;04;26;Thurey;439;11;450
27;71;01;01;Tintry;79;2;81
27;71;01;12;Torcy;2813;39;2852
27;71;04;26;Torpes;374;4;378
27;71;03;18;Toulon-sur-Arroux;1510;27;1537
27;71;05;29;Tournus;5489;338;5827
27;71;02;16;Toutenant;194;5;199
27;71;05;08;Tramayes;1056;19;1075
27;71;05;08;Trambly;404;8;412
27;71;05;08;Trivy;259;7;266
27;71;04;24;Tronchy;249;2;251
27;71;05;29;La Truchère;214;6;220
27;71;05;29;Uchizy;825;14;839
27;71;01;02;Uchon;91;5;96
27;71;03;18;Uxeau;520;13;533
27;71;03;10;Vareilles;275;5;280
27;71;03;10;Varenne-l'Arconce;113;3;116
27;71;02;27;Varennes-le-Grand;2317;48;2365
27;71;05;22;Varennes-lès-Mâcon;566;8;574
27;71;03;15;Varenne-Saint-Germain;728;17;745
27;71;04;14;Varennes-Saint-Sauveur;1132;26;1158
27;71;03;10;Varennes-sous-Dun;539;14;553
27;71;03;10;Vauban;225;9;234
27;71;03;09;Vaudebarrier;212;33;245
27;71;02;11;Vaux-en-Pré;74;1;75
